Km,RX_HorizontalWearConsumption,LX_HorizontalWearConsumption,RX_VerticalWear,LX_VerticalWear,Latitude,Longitude
347.625,0.14,0.8,-3.65,-2.27,60.79858183,7.10436125
347.63,0.17,1.02,-3.4,-2.56,60.79861602,7.10442024
347.635,-0.05,1.06,-3.55,-2.17,60.79864997,7.10447967
347.64,0.21,0.99,-3.56,-2.29,60.79868353,7.10454126
347.645,0.03,0.95,-3.51,-1.69,60.79871626,7.10460424
347.65,0.26,0.94,-3.7,-1.79,60.7987485,7.10466799
347.655,0.07,0.88,-3.71,-1.8,60.79878024,7.10473297
347.66,0.18,0.8,-3.89,-1.8,60.79881154,7.10479896
347.665,0.08,0.8,-4.13,-1.74,60.79884221,7.10486618
347.67,-0.18,1.12,-6.73,-4.49,60.79887248,7.10493425
347.675,-0.17,1.37,-5.78,-6.52,60.79890195,7.10500335
347.68,-0.22,0.24,-4.92,-1.99,60.79893093,7.10507339
347.685,-0.48,-0.01,-3.38,-1.89,60.79896044,7.10514279
347.69,-1.03,-0.03,-2.77,-1.72,60.79898915,7.10521258
347.695,0.54,0.11,-2.69,-2.88,60.7990172,7.10528458
347.7,0.11,0.12,-3.45,-2.09,60.79904561,7.10535512
347.705,-0.6,-0.09,-3.46,-2.51,60.79907424,7.10542546
347.71,-0.56,0.02,-2.74,-2.62,60.79910226,7.10549748
347.715,-0.28,0.02,-2.9,-2.51,60.79913055,7.10556817
347.72,-0.44,-0.12,-2.48,-2.55,60.79915906,7.10563864
347.725,-0.15,0.07,-2.7,-2.6,60.7991872,7.10571009
347.73,-0.2,0.4,-3.1,-2.18,60.79921565,7.10578035
347.735,-0.23,0.33,-3.2,-2.42,60.79924398,7.10585063
347.74,-0.26,0.0,-3.14,-2.56,60.79927237,7.10592129
347.745,-0.23,0.13,-2.78,-2.28,60.79930093,7.10599157
347.75,-0.26,-0.02,-2.65,-2.34,60.79932955,7.1060615
347.755,-0.08,0.04,-3.35,-2.37,60.79935793,7.10613174
347.76,-0.18,-0.05,-3.48,-2.35,60.79938648,7.10620246
347.765,-0.17,0.13,-3.29,-2.47,60.79941484,7.10627277
347.77,0.07,-0.01,-3.1,-2.6,60.79944322,7.106344
347.775,-0.06,-0.09,-2.45,-2.54,60.79947176,7.10641533
347.78,-0.31,0.06,-2.75,-2.55,60.79950046,7.10648538
347.785,0.17,-0.05,-3.23,-2.33,60.79952899,7.1065567
347.79,-0.05,-0.02,-3.37,-2.39,60.79955728,7.10662793
347.795,0.03,0.19,-3.6,-2.53,60.79958588,7.10669834
347.8,0.1,0.09,-3.33,-2.59,60.79961471,7.10676922
347.805,-0.02,-0.04,-3.16,-2.43,60.79964297,7.10684038
347.81,-0.51,-0.68,-1.17,-3.03,60.7996717,7.10691135
347.815,-1.85,-2.39,2.95,-3.6,60.79970022,7.10698215
347.82,-1.68,-2.28,3.0,-3.6,60.79972875,7.10705313
347.825,-1.92,-2.05,3.0,-3.6,60.7997579,7.10712354
347.83,-1.98,-1.7,3.0,-3.6,60.79978788,7.1071924
347.835,-0.11,-0.4,0.3,-1.09,60.79981833,7.10725981
347.84,0.1,0.03,0.06,-0.51,60.79984962,7.10732558
347.845,0.27,0.18,-0.13,-0.63,60.79988241,7.10738827
347.85,0.27,0.19,-0.45,-0.77,60.79991592,7.10744883
347.855,0.26,0.12,-0.41,-0.18,60.7999504,7.10750787
347.86,0.43,0.23,-0.66,-0.42,60.79998609,7.10756308
347.865,0.47,0.24,-0.61,-0.46,60.80002245,7.10761701
347.87,0.12,0.2,-0.37,-0.41,60.80005961,7.10766811
347.875,0.45,0.29,-0.55,-0.64,60.80009764,7.10771672
347.88,0.36,0.25,-0.36,-0.53,60.80013623,7.10776285
347.885,0.27,0.28,-0.33,-0.48,60.80017549,7.10780565
347.89,0.37,0.12,-0.77,-0.58,60.80021567,7.10784607
347.895,0.36,0.06,-0.55,-0.23,60.80025653,7.10788386
347.9,0.23,0.0,-0.28,-0.14,60.80029788,7.10791935
347.905,0.19,-0.01,-0.5,-0.35,60.8003392,7.10795276
347.91,0.26,-0.09,-0.67,-0.47,60.80038097,7.10798354
347.915,-0.01,0.04,-1.0,-0.55,60.80042307,7.1080118
348.06,-0.07,-0.1,-0.49,0.22,60.80137879,7.10896525
348.065,0.09,-0.08,-0.68,0.24,60.80171181,7.10948682
348.07,0.2,0.02,-1.05,-0.06,60.8016459,7.10940578
348.075,0.08,0.08,-0.81,-0.25,60.80163924,7.10943271
348.08,0.09,0.08,-0.62,-0.25,60.80153879,7.10943469
348.085,-0.01,0.03,-0.69,-0.12,60.80153721,7.10954521
348.09,0.09,-0.08,-0.86,0.2,60.80158979,7.10962182
348.095,0.12,-0.09,-0.96,0.31,60.80163824,7.10969094
348.1,0.13,-0.09,-0.82,0.21,60.80169085,7.1097605
348.105,0.06,-0.13,-0.85,0.22,60.80173927,7.10982857
348.11,0.12,0.03,-0.88,0.04,60.80176875,7.10988429
348.115,0.12,-0.06,-0.96,0.18,60.80180017,7.1099463
348.12,0.06,0.01,-0.79,0.09,60.80181798,7.11000464
348.125,0.2,-0.18,-0.74,0.29,60.80185231,7.1100677
348.13,0.04,-0.07,-0.44,0.19,60.80188348,7.11013031
348.135,0.06,0.03,-0.48,0.02,60.80191609,7.11019271
348.14,0.12,0.09,-0.44,-0.09,60.80196212,7.1103289
348.145,0.2,0.0,-0.51,0.07,60.80202491,7.11042548
348.15,0.07,0.06,-0.56,0.0,60.80206867,7.11048636
348.155,0.08,0.01,-0.46,0.02,60.80210789,7.11054744
348.16,0.06,0.08,-0.51,-0.05,60.80214466,7.11060895
348.165,0.03,0.05,-0.59,0.04,60.80218022,7.1106711
348.17,0.17,-0.01,-0.64,-0.13,60.80221515,7.11073242
348.175,0.06,0.01,-0.29,-0.08,60.80224981,7.11079448
348.18,0.08,0.09,-0.45,-0.28,60.80228432,7.11085622
348.185,0.21,-0.05,-0.41,-0.02,60.80231845,7.11091736
348.19,0.18,0.03,-0.38,-0.12,60.80235299,7.11097853
348.195,0.13,0.03,-0.16,-0.21,60.80238684,7.11103961
348.2,0.06,0.12,-0.25,-0.28,60.80242137,7.11110018
348.205,0.31,0.02,-0.56,-0.22,60.80245624,7.1111596
348.21,0.13,-0.03,0.0,-0.37,60.80249128,7.11121769
348.215,0.27,0.04,0.04,-0.44,60.80252698,7.11127471
348.22,0.23,0.19,0.39,-0.72,60.80256328,7.11132904
348.225,0.43,0.08,-0.33,-0.43,60.80260007,7.11138155
348.23,0.44,0.25,-0.54,-0.74,60.80263755,7.11143193
348.235,0.47,0.06,-0.61,-0.29,60.8026758,7.11147963
348.24,0.43,0.11,-0.62,-0.36,60.80271514,7.11152438
348.245,0.39,0.21,-0.07,-0.7,60.80275517,7.11156695
348.25,0.4,0.03,-0.21,-0.4,60.8027957,7.11160649
348.255,0.46,-0.11,-0.16,-0.22,60.80283689,7.11164377
348.26,0.45,0.1,-0.16,-0.58,60.80287681,7.11167834
348.265,0.41,0.01,-0.23,-0.57,60.80291898,7.1117107
348.275,0.28,-0.02,0.0,-0.61,60.80301015,7.11176343
348.45,-0.01,-0.05,-0.45,0.14,60.8045251,7.11271905
348.455,0.05,0.02,-0.73,0.11,60.80460556,7.11263897
348.46,0.03,0.06,-0.63,0.02,60.80463071,7.11270422
348.465,0.08,0.03,-0.58,-0.15,60.80462597,7.11283751
348.47,0.18,0.15,-0.76,-0.26,60.80465762,7.11290262
348.475,0.15,0.09,-0.79,-0.22,60.80469457,7.11295135
348.48,0.14,0.09,-0.87,-0.19,60.80473412,7.11299007
348.485,0.08,0.1,-0.68,-0.16,60.80477121,7.11303707
348.49,0.1,0.14,-0.49,-0.32,60.80480823,7.11308578
348.495,0.13,0.13,-0.74,-0.24,60.804845,7.11313472
348.5,0.13,0.16,-0.76,-0.25,60.80488169,7.1131849
348.505,0.13,0.08,-0.67,-0.16,60.80491842,7.11323445
348.51,0.05,0.16,-0.74,-0.34,60.80495674,7.11327063
348.515,0.1,0.09,-0.78,-0.09,60.80497054,7.11331001
348.52,0.12,0.12,-0.81,-0.15,60.80500589,7.1133642
348.525,0.16,0.09,-0.85,-0.23,60.8050424,7.11341704
348.53,0.05,0.03,-0.83,-0.03,60.80508011,7.11347042
348.535,0.1,-0.03,-0.96,0.03,60.805118,7.11352284
348.54,0.1,-0.01,-0.84,0.07,60.8051548,7.11357487
348.545,0.12,0.03,-0.83,-0.22,60.80519179,7.11362738
348.55,0.11,0.12,-0.77,-0.16,60.80522846,7.1136804
348.555,0.18,0.09,-1.31,-0.01,60.80526502,7.11373426
348.56,0.2,-0.06,-1.72,0.3,60.80530076,7.11378907
348.565,0.23,-0.03,-1.45,0.41,60.80533657,7.11384398
348.57,0.23,0.13,-1.44,0.41,60.80537177,7.11390039
348.575,0.33,0.08,-1.55,0.36,60.80540611,7.11395872
348.58,0.28,0.13,-1.11,0.38,60.80543951,7.11401933
348.585,0.2,0.17,-1.31,0.19,60.80547223,7.11408187
348.59,0.08,0.05,-1.0,0.26,60.80550416,7.1141457
348.595,0.14,0.17,-1.16,0.09,60.80553574,7.11421211
348.6,-0.21,0.15,-0.64,0.13,60.80556633,7.1142802
348.605,0.21,0.18,-0.88,0.13,60.80559582,7.11435
348.61,0.06,0.05,-0.93,-0.01,60.80562438,7.1144213
348.615,0.26,0.08,-1.0,-0.08,60.80565176,7.11449338
348.62,0.21,0.03,-0.86,0.15,60.80567811,7.11456749
348.625,0.18,0.07,-0.95,0.09,60.80570326,7.11464262
348.63,0.14,0.11,-0.81,0.05,60.8057277,7.11471879
348.635,0.23,0.05,-0.84,0.08,60.80575127,7.11479684
348.64,0.34,0.04,-0.93,-0.08,60.80577398,7.11487607
348.645,0.05,-0.06,-0.5,0.17,60.80579609,7.11495637
348.65,0.02,-0.06,-0.16,-0.13,60.80581778,7.1150376
348.655,-0.08,0.06,0.0,-0.38,60.80583883,7.1151192
348.66,0.0,-0.01,-0.18,-0.22,60.80586005,7.11520064
348.665,0.11,-0.07,-0.39,-0.4,60.80588118,7.11528252
348.67,0.06,-0.02,-0.26,-0.26,60.80590242,7.11536413
348.675,0.06,-0.04,-0.42,-0.26,60.80592373,7.11544573
348.68,0.07,-0.04,-0.55,-0.37,60.80594491,7.11552718
348.685,0.12,-0.16,-0.61,0.07,60.8059657,7.11560881
348.69,0.13,-0.11,-0.66,0.07,60.80598621,7.11569061
348.695,0.1,-0.03,-0.59,-0.02,60.80600682,7.11577249
348.7,0.08,-0.15,-0.5,0.24,60.8060272,7.11585463
348.705,0.1,0.01,-0.58,-0.4,60.80604747,7.11593663
348.71,0.13,-0.05,-0.57,-0.3,60.80606796,7.11601828
348.715,0.12,0.03,-0.52,-0.25,60.80608837,7.11610015
348.72,0.08,0.17,-0.41,-0.66,60.8061087,7.11618193
348.725,0.08,0.0,-0.41,-0.24,60.80612913,7.11626383
348.73,0.1,-0.05,-0.42,-0.12,60.80614958,7.11634585
348.735,0.11,0.02,-0.48,-0.22,60.80617009,7.11642781
348.74,0.14,0.07,-0.59,-0.41,60.80619082,7.11650957
348.745,0.06,0.02,-0.37,-0.34,60.80621123,7.11659158
348.75,0.27,0.74,-2.17,-1.3,60.80623152,7.11667356
348.755,0.28,0.86,-2.52,-1.45,60.80625159,7.11675603
348.76,0.15,1.37,-2.7,-1.79,60.80627033,7.11683982
348.765,0.18,1.06,-2.91,-1.03,60.80628859,7.11692344
348.77,0.42,1.4,-2.61,-1.07,60.80630629,7.11700821
348.775,0.19,0.63,-3.07,-1.77,60.80632143,7.11709495
348.78,0.22,0.64,-2.2,-0.64,60.80633503,7.11718249
348.785,0.22,0.65,-2.64,-0.9,60.80634846,7.11727025
348.79,0.16,0.45,-1.59,-0.63,60.80636027,7.11735888
348.795,0.1,0.51,-1.71,-0.76,60.80636943,7.11744899
348.8,0.23,0.52,-2.15,-0.59,60.80637809,7.11753897
348.805,0.14,0.64,-1.86,-0.62,60.80638503,7.1176298
348.81,0.14,0.62,-1.59,-0.95,60.80638991,7.11772154
348.815,0.12,0.58,-2.1,-0.81,60.80639481,7.11781243
348.82,0.18,0.47,-2.07,-0.76,60.80639736,7.11790398
348.825,0.12,0.66,-2.15,-0.76,60.80639914,7.11799603
348.83,0.18,0.54,-1.58,-0.95,60.80639879,7.11808771
348.835,0.2,0.54,-1.52,-0.89,60.80639536,7.1181793
348.84,0.28,0.26,-1.55,-1.01,60.80639178,7.11827079
348.845,0.19,0.4,-1.34,-1.59,60.80638857,7.11836253
348.85,0.29,0.12,-1.42,-1.85,60.80638404,7.11845368
348.855,0.46,0.23,-1.45,-1.8,60.80638013,7.11854409
348.86,0.32,0.17,-1.97,-1.82,60.80637683,7.11863465
348.865,0.15,0.0,-0.61,-0.31,60.80637493,7.11872489
348.87,-0.24,-0.08,0.1,-0.16,60.80637481,7.11881449
348.875,-0.07,-0.09,0.04,-0.34,60.80637749,7.11890289
348.88,0.18,0.0,-0.08,-0.51,60.80638047,7.11898696
348.885,0.22,0.16,0.28,-0.39,60.80638465,7.11907539
348.94,0.31,0.03,-0.84,-0.24,60.80650041,7.12001746
348.945,0.3,-0.06,-0.73,0.04,60.80649709,7.12007013
348.95,0.2,-0.02,-0.81,0.37,60.80652095,7.12014913
348.955,0.18,0.04,-0.69,0.23,60.80653375,7.12024058
348.96,0.19,-0.04,-0.69,0.24,60.80652045,7.12031804
348.965,0.27,-0.04,-0.83,0.19,60.80650843,7.12038254
348.97,0.17,0.01,-0.41,0.16,60.80648033,7.12046709
348.975,0.23,-0.01,-0.58,0.06,60.80647871,7.12054837
348.98,0.3,0.02,-0.75,0.0,60.80648278,7.1206318
348.985,0.28,-0.02,-0.66,0.0,60.80648788,7.12071544
348.99,0.26,-0.01,-0.75,0.15,60.8064927,7.12080014
348.995,0.28,0.06,-0.65,-0.1,60.80649779,7.12088568
349.0,0.18,-0.03,-0.46,0.24,60.8065066,7.12097158
349.005,0.06,0.08,-0.4,-0.19,60.80651871,7.12105754
349.01,0.19,-0.03,-0.52,0.14,60.8065306,7.12114328
349.015,0.17,0.01,-0.41,0.08,60.8065408,7.12122927
349.02,0.09,0.02,-0.63,0.05,60.80654786,7.12131509
349.025,0.15,-0.05,-0.76,0.24,60.80656102,7.12140124
349.03,0.2,0.03,-0.77,0.0,60.80658722,7.1214909
349.035,0.07,-0.07,-0.53,0.37,60.8066235,7.12158376
349.04,0.14,0.05,-0.42,0.22,60.80664951,7.12167404
349.045,0.18,0.13,-0.73,0.14,60.8066715,7.12176278
349.05,0.16,0.02,-0.55,0.34,60.8066919,7.1218512
349.055,-0.1,0.14,-0.05,0.14,60.80671127,7.12193828
349.06,0.19,0.09,0.12,0.33,60.80673126,7.12202577
349.065,0.26,0.12,0.51,-0.95,60.80675158,7.12211098
349.07,0.53,0.16,0.04,-0.79,60.80677378,7.12219482
349.075,0.62,0.14,-0.03,-1.1,60.80679669,7.12227612
349.08,0.58,0.13,0.13,-0.79,60.80682139,7.12235606
349.085,0.61,0.16,-0.27,-0.85,60.8068475,7.12243404
349.09,0.72,0.15,-0.19,-1.27,60.80687446,7.12250954
349.095,0.64,0.06,-0.37,-0.94,60.80690287,7.12258316
349.1,0.73,0.05,-0.39,-1.04,60.80693298,7.12265491
349.105,0.59,0.08,-0.09,-1.21,60.80696452,7.12272432
349.11,0.63,0.13,-0.02,-1.0,60.80699722,7.12279068
349.115,0.69,0.15,-0.14,-1.49,60.80703044,7.12285521
349.12,0.76,0.17,-0.31,-1.43,60.80706519,7.12291724
349.125,0.72,0.09,-0.41,-1.2,60.8071007,7.12297605
349.13,0.75,0.17,-0.33,-0.96,60.80713743,7.12303223
349.135,0.81,0.22,-0.54,-1.03,60.80717506,7.1230858
349.14,0.61,0.11,-0.31,-0.73,60.80721383,7.12313598
349.145,0.77,0.17,-0.43,-0.77,60.80725386,7.12318418
349.15,0.83,0.03,-0.15,-0.53,60.80729421,7.1232292
349.155,0.72,0.06,-0.48,-0.55,60.80733599,7.12327029
349.16,0.72,0.05,-0.33,-0.74,60.80737796,7.12330807
349.165,0.76,0.07,-0.45,-1.03,60.80742094,7.12334232
349.17,0.78,0.3,-1.5,-1.99,60.807464,7.12337293
349.175,0.61,-0.05,-0.48,-0.97,60.80750491,7.12340328
349.34,0.31,-0.08,-0.68,0.25,60.80895259,7.12345221
349.355,0.08,0.08,-0.56,-0.03,60.80892116,7.12339368
349.36,-0.08,0.08,-0.31,-0.12,60.80905224,7.1234084
349.365,-0.11,0.1,-0.38,-0.08,60.8090903,7.12341711
349.37,-0.12,0.07,-0.08,-0.1,60.80913138,7.12342522
349.375,-0.27,-0.08,-0.06,0.24,60.8091733,7.123433
349.38,0.06,0.06,-0.37,-0.12,60.80921605,7.12344187
349.385,0.07,0.01,-0.27,0.14,60.80925912,7.12345331
349.39,0.16,0.02,-0.34,0.07,60.80930281,7.12346567
349.395,-0.09,-0.06,-0.13,0.28,60.80934612,7.12348066
349.4,-0.24,-0.06,-0.07,0.21,60.80938943,7.12349711
349.675,0.99,0.08,-10.27,-8.17,60.81202925,7.12404085
349.68,3.14,-0.18,-10.94,-8.54,60.81207934,7.12403046
349.685,6.43,-0.08,-8.06,-2.42,60.81210435,7.12412885
349.69,2.87,0.13,-5.68,-1.95,60.81215083,7.12413672
349.695,-0.09,4.59,-6.39,-5.76,60.81219767,7.12413898
349.7,-0.02,4.59,-10.86,-6.17,60.81224858,7.12412611
349.705,0.06,5.94,-9.89,-6.71,60.81230374,7.12414583
349.71,0.62,3.77,-8.06,-5.68,60.81234946,7.12414112
349.715,0.53,5.02,-7.51,-6.21,60.81239339,7.12413594
349.72,0.3,1.03,-7.13,-4.8,60.81243741,7.12413231
349.725,0.52,4.12,-5.76,-5.5,60.8124814,7.12413043
349.73,0.25,4.81,-6.78,-5.48,60.81252577,7.12412833
349.735,0.12,6.04,-7.55,-6.21,60.8125707,7.12412889
349.74,0.79,5.48,-7.59,-7.17,60.81261591,7.12413195
349.745,1.02,3.76,-5.59,-6.06,60.8126613,7.12413683
349.75,1.48,1.08,-2.56,-5.76,60.81270609,7.12414274
349.755,0.04,2.05,-2.52,-4.98,60.81275075,7.12414889
349.76,0.16,2.02,-4.25,-5.0,60.81279524,7.12415538
349.765,0.32,1.72,-5.02,-4.89,60.81283964,7.12416154
349.77,0.79,-0.12,-4.92,-7.75,60.81288425,7.12416711
349.775,0.49,-0.08,-5.24,-8.18,60.81292883,7.1241726
349.78,-0.09,-0.13,-4.88,-7.54,60.81297342,7.12417769
349.785,-0.5,-0.18,-4.69,-7.87,60.81301808,7.12418322
349.79,0.25,-0.35,-2.44,-6.18,60.81306295,7.12418828
349.795,0.62,-0.39,-2.62,-6.52,60.81310771,7.12419296
349.8,0.47,-0.33,-3.02,-6.64,60.8131526,7.12419722
349.805,0.2,-0.07,-2.58,-5.38,60.81319739,7.12420096
349.81,0.49,0.02,-1.26,-5.34,60.81324227,7.12420409
349.815,0.63,-0.05,-1.42,-5.25,60.81328717,7.12420643
349.82,0.66,-0.18,-1.3,-5.54,60.81333206,7.12420827
349.825,0.42,-0.26,-1.62,-5.77,60.813377,7.12420967
349.83,0.6,-0.2,-1.48,-5.57,60.81342126,7.12420892
349.835,0.59,0.11,-1.37,-6.22,60.8134665,7.12420894
349.84,0.58,0.16,-2.69,-2.01,60.81351124,7.12420782
349.845,0.01,-0.14,-2.7,-1.67,60.81355607,7.12420659
349.85,0.69,0.27,-1.22,-1.37,60.81360085,7.12420352
349.855,0.71,0.28,-1.7,-1.52,60.81364553,7.12420023
349.86,0.66,0.2,-1.48,-1.49,60.8136906,7.124196
349.865,0.53,0.17,-1.19,-1.35,60.81373561,7.12419212
349.87,0.51,0.22,-1.72,-1.88,60.81378059,7.12418676
349.875,0.79,0.33,-1.44,-1.84,60.81382449,7.12418271
349.88,0.65,0.31,-1.47,-1.33,60.81386936,7.12417626
349.885,0.5,0.14,-1.36,-1.63,60.81391012,7.12417024
349.89,0.53,0.31,-1.15,-0.95,60.81395874,7.12416234
349.895,0.58,0.19,-0.92,-0.9,60.81400354,7.12415416
349.9,0.69,0.15,-1.16,-0.8,60.81404837,7.12414599
349.905,0.64,0.09,-1.13,-0.78,60.81409297,7.12413727
349.91,0.59,0.18,-1.12,-0.67,60.81413759,7.12412788
349.915,0.55,0.28,-1.19,-0.88,60.81418253,7.12411824
349.92,0.64,0.25,-1.32,-0.78,60.81422675,7.12410801
349.925,0.72,0.11,-1.34,-0.86,60.81427149,7.1240973
349.93,0.58,0.15,-1.23,-0.82,60.81431604,7.12408611
349.935,0.51,0.16,-1.2,-0.77,60.81436044,7.12407458
349.94,0.62,0.13,-1.36,-0.65,60.81440503,7.12406232
349.945,0.42,0.1,-1.42,-0.84,60.81444947,7.12404948
349.95,0.62,0.1,-1.42,-0.7,60.81449398,7.12403645
349.955,0.49,0.12,-1.14,-0.73,60.81453829,7.12402302
349.96,0.54,0.14,-1.43,-0.85,60.81458266,7.12400865
349.965,0.58,0.19,-1.57,-1.18,60.81462692,7.1239939
349.97,0.47,0.1,-1.44,-0.72,60.81467114,7.12397924
349.975,0.53,0.19,-1.71,-0.96,60.81471549,7.12396358
349.98,0.31,0.13,-1.66,-0.83,60.81475949,7.12394684
349.985,0.33,0.19,-1.71,-1.0,60.81480363,7.12393043
349.99,0.38,0.23,-1.63,-1.08,60.81484784,7.1239136
349.995,0.57,0.23,-1.68,-0.99,60.81489162,7.12389455
350.0,0.55,0.28,-1.95,-1.04,60.81493552,7.12387506
350.005,0.43,0.14,-1.88,-1.17,60.81497934,7.1238552
350.01,0.76,0.18,-1.59,-1.25,60.81502292,7.12383395
350.015,0.83,0.2,-1.83,-1.34,60.81506639,7.12381164
350.02,0.71,0.15,-1.63,-1.62,60.81510988,7.12378891
350.025,0.63,0.15,-1.63,-1.38,60.8151533,7.12376501
350.03,0.88,0.25,-1.79,-1.43,60.81519641,7.12374011
350.035,0.87,0.2,-1.9,-1.68,60.81523946,7.12371448
350.04,0.87,0.34,-1.78,-1.61,60.81528232,7.12368783
350.045,0.5,0.12,-1.24,-1.24,60.81532513,7.12366055
350.05,0.62,0.1,-1.41,-1.19,60.8153677,7.12363237
350.055,0.5,0.13,-1.62,-1.25,60.81541043,7.12360303
350.06,0.55,0.17,-1.54,-1.27,60.81545273,7.12357325
350.065,0.59,0.19,-1.55,-1.24,60.81549504,7.12354238
350.07,0.39,0.22,-1.75,-1.48,60.81553692,7.12351079
350.075,0.49,0.19,-1.55,-1.4,60.81557893,7.12347832
350.08,0.69,0.09,-1.64,-1.36,60.81562073,7.12344491
350.085,0.34,0.14,-1.73,-1.41,60.81566228,7.12341097
350.09,0.48,0.22,-1.44,-1.19,60.8157039,7.12337625
350.095,0.4,0.15,-1.66,-1.37,60.81574522,7.12334014
350.1,0.51,0.15,-1.51,-1.09,60.81578645,7.12330373
350.105,0.44,0.16,-1.39,-1.24,60.81582758,7.12326664
350.11,0.34,0.24,-1.3,-0.97,60.81586845,7.12322875
350.115,0.18,0.21,-1.48,-0.73,60.81590942,7.12319052
350.12,0.31,0.01,-1.16,-0.59,60.81595018,7.12315183
350.125,-0.02,-0.11,-1.16,-0.63,60.81599108,7.12311299
350.13,0.26,-0.14,-1.19,-0.63,60.81603202,7.12307487
350.135,0.25,0.26,-1.73,-0.36,60.81607308,7.12303756
350.14,0.02,0.51,-2.58,-0.75,60.81611436,7.12300066
350.145,0.01,0.86,-3.59,-1.08,60.81615588,7.12296648
350.15,-0.01,0.97,-4.45,-1.61,60.81619803,7.12293451
350.155,-0.04,0.95,-4.7,-1.64,60.81624073,7.12290463
350.16,-0.1,1.01,-4.55,-1.91,60.81628369,7.1228779
350.165,-0.15,1.05,-4.65,-1.77,60.81632715,7.12285401
350.17,-0.14,0.97,-4.9,-1.77,60.81637088,7.12283268
350.175,-0.05,1.12,-5.34,-1.9,60.8164149,7.12281421
350.18,-0.1,1.09,-5.65,-2.21,60.81645946,7.12279851
350.185,-0.09,1.19,-5.21,-2.15,60.81650414,7.12278647
350.19,-0.14,1.24,-5.5,-2.3,60.81654871,7.12277729
350.195,-0.13,1.34,-5.61,-2.39,60.81659353,7.12277044
350.2,0.14,0.95,-4.73,-2.09,60.81663852,7.12276719
350.205,0.18,-0.1,-3.38,-1.67,60.8166835,7.12276619
350.21,0.15,0.18,-4.22,-1.29,60.81672841,7.12276842
350.215,-0.07,1.25,-5.48,-1.88,60.81677333,7.12277367
350.22,-0.08,1.31,-4.69,-1.75,60.81681837,7.12278107
350.225,-0.05,1.22,-4.69,-1.57,60.81686287,7.12279172
350.23,0.1,1.12,-3.28,-0.95,60.81690738,7.12280454
350.235,0.31,0.37,-2.21,-0.96,60.81695173,7.1228192
350.24,0.76,-0.2,-1.38,-0.39,60.81699566,7.12283555
350.245,0.48,0.0,-1.13,-0.71,60.81703974,7.12285232
350.25,0.28,0.09,-0.8,-0.8,60.81708408,7.12286943
350.255,0.27,-0.18,-0.9,-0.29,60.81712809,7.12288686
350.26,0.25,-0.05,-0.73,-0.34,60.81717218,7.1229038
350.265,0.18,-0.16,-0.65,-0.22,60.81721625,7.12292087
350.27,0.16,-0.22,-0.7,-0.31,60.8172603,7.12293798
350.275,0.24,-0.11,-0.81,-0.21,60.81730456,7.12295473
350.28,0.27,0.0,-0.75,-0.48,60.81734863,7.12297193
350.285,0.02,-0.14,-0.54,-0.37,60.81739276,7.12298895
350.29,-0.08,-0.04,-0.62,-0.32,60.81743695,7.12300563
350.295,0.04,-0.08,-0.5,-0.28,60.81748098,7.12302224
350.3,-0.13,-0.1,-0.56,-0.46,60.81752535,7.12303879
350.305,0.22,-0.03,-0.93,-0.42,60.81756957,7.12305481
350.31,-0.17,0.09,-0.22,-0.49,60.81761379,7.12307026
350.315,-0.07,0.03,-0.76,-1.33,60.8176581,7.12308552
350.32,0.81,-0.13,-1.21,-2.54,60.81770222,7.12309971
350.325,1.18,-0.14,-1.48,-4.4,60.81774664,7.12311237
350.33,1.32,-0.26,-2.58,-5.53,60.81779085,7.12312258
350.335,1.58,-0.14,-3.28,-6.51,60.81783525,7.12312855
350.34,1.91,-0.21,-4.08,-6.89,60.81787998,7.12313133
350.345,1.94,-0.15,-4.28,-7.28,60.81792445,7.1231305
350.35,1.97,-0.13,-4.41,-7.32,60.81796803,7.12312562
350.355,1.96,-0.06,-4.35,-7.42,60.81801537,7.12311664
350.36,1.27,-0.15,-2.93,-5.97,60.81805271,7.12310655
350.365,1.56,-0.02,-3.63,-6.98,60.81809722,7.12309107
350.37,2.23,-0.09,-4.3,-7.29,60.81814479,7.12307026
350.375,2.22,-0.16,-3.84,-6.41,60.81818772,7.1230472
350.38,2.18,-0.13,-3.95,-7.17,60.81823033,7.12302054
350.385,2.57,-0.16,-4.57,-7.31,60.81827242,7.12299107
350.39,0.28,-0.27,-2.26,-2.18,60.81831396,7.12295907
350.395,-0.25,-0.26,-0.95,-0.63,60.81835525,7.12292269
350.4,1.89,-0.22,-2.63,-4.47,60.81840069,7.12287835
350.405,2.21,-0.24,-2.5,-4.33,60.81843737,7.12284024
350.41,2.09,-0.2,-2.52,-4.26,60.8184746,7.1227978
350.415,1.67,-0.22,-2.42,-4.44,60.81851281,7.12275091
350.42,1.3,-0.2,-1.49,-3.77,60.81855033,7.12270142
350.425,1.6,-0.1,-1.52,-3.15,60.81858722,7.12264969
350.43,0.84,0.31,-1.42,-2.36,60.81862357,7.12259581
350.435,0.31,0.48,-1.52,-1.22,60.81865929,7.12254031
350.44,0.08,0.08,-1.08,-0.81,60.81869469,7.12248405
350.445,0.16,-0.37,-0.84,-0.19,60.8187303,7.12242777
350.45,-0.2,0.33,-0.75,-0.55,60.81876556,7.12237116
350.455,0.03,0.26,-1.08,-0.77,60.81880106,7.12231514
350.46,-0.05,0.49,-0.88,-0.78,60.81883692,7.12225982
